Date,Time,Activity,Workout,Distance,Distance Unit,Duration,Course,Equipment Brand,Equipment Model,Equipment Serial,Weight,Weight Unit,Rest HR,Average HR,Max HR,Temperature,Temperature Unit,Quality,Effort,Notes
12/06/2012,12:00 PM,Run,Normal,5.00,miles,2009,,,,,,pound,,,,,F,,,""
12/07/2012,12:00 PM,Run,Recovery/Taper,2.00,miles,0,,,,,,pound,,,,,F,,,""
12/07/2012,12:00 PM,Run,Recovery/Taper,4.00,miles,1740,,,,,,pound,,,,,F,,,""
12/08/2012,12:00 PM,Run,Race,13.00,miles,0,,,,,,pound,,,,,F,,,""
12/09/2012,12:00 PM,Run,Recovery/Taper,2.00,miles,840,,,,,,pound,,,,,F,,,""
12/15/2012,12:00 PM,Run,Easy,2.00,miles,823,,,,,,pound,,,,,F,,,"Ready to get back into it.  Looking forward to track season."
12/15/2012,12:00 PM,Run,Normal,5.00,miles,2082,,,,,,pound,,144,,,F,,,""
12/16/2012,12:00 PM,Run,Easy,4.00,miles,1769,,,,,,pound,,,,,F,,,""
12/17/2012,12:00 PM,Run,Normal,6.00,miles,2533,,,,,,pound,,,,,F,,,""
12/18/2012,12:00 PM,Run,Normal,3.00,miles,1241,,,,,,pound,,,,,F,,,"Early morning treadmill run.  Felt good"
12/18/2012,12:00 PM,Run,Normal,7.00,miles,2921,,,,,,pound,,,,,F,,,""
12/19/2012,12:00 PM,Run,Normal,3.00,miles,1225,,,,,,pound,,,,,F,,,"Easy morning run on the treadmill.  It is going to be a long winter. Felt good glad to be back into training."
12/19/2012,12:00 PM,Run,Normal,8.00,miles,3360,,,,,,pound,,,,,F,,,""
12/20/2012,12:00 PM,Run,Normal,7.00,miles,3196,,,,,,pound,,,,,F,,,"Easy run with Laura. She did 7 min on 7 min easy.  Decent pace.  Good workout for her"
12/21/2012,12:00 PM,Run,Normal,3.00,miles,1178,,,,,,pound,,,,,F,,,""
12/21/2012,12:00 PM,Run,Normal,8.00,miles,3360,,,,,,pound,,,,,F,,,""
12/22/2012,12:00 PM,Run,Normal,4.00,miles,1580,,,,,,pound,,,,,F,,,"Light treadmill pickup workout."
12/22/2012,12:00 PM,Run,Normal,2.00,miles,840,,,,,,pound,,,,,F,,,""
12/23/2012,12:00 PM,Run,Normal,7.00,miles,2925,,,,,,pound,,,,,F,,,""
12/24/2012,12:00 PM,Run,Normal,3.00,miles,1183,,,,,,pound,,,,,F,,,"Treadmill cut down.  Feeling good."
12/24/2012,12:00 PM,Run,Normal,8.00,miles,3324,,,,,,pound,,,,,F,,,""
12/25/2012,12:00 PM,Run,Normal,3.00,miles,1220,,,,,,pound,,,,,F,,,"Treadmill"
12/25/2012,12:00 PM,Run,Normal,8.00,miles,3383,,,,,,pound,,,,,F,,,""
12/26/2012,12:00 PM,Run,Normal,7.50,miles,3120,,,,,,pound,,,,,F,,,"Started outside 5 degrees.  Finished up on the treadmill."
12/27/2012,12:00 PM,Run,Normal,8.00,miles,3415,,,,,,pound,,,,,F,,,""
12/29/2012,12:00 PM,Run,Normal,4.75,miles,1980,,,,,,pound,,,,,F,,,"Treadmill with Dave.  Feeling much better.  Recovering from pneumonia."
12/29/2012,12:00 PM,Run,Normal,2.25,miles,840,,,,,,pound,,,,,F,,,""
12/30/2012,12:00 PM,Run,Normal,7.50,miles,3029,,,,,,pound,,,,,F,,,"Treadmill.  Trying to avoid the cold air in my lungs and recover for a few more days."
12/31/2012,12:00 PM,Run,Normal,4.00,miles,1608,,,,,,pound,,,,,F,,,"Easy morning treadmill.  Hoping to get outside this afternoon."
12/31/2012,12:00 PM,Run,Normal,9.50,miles,3840,,,,,,pound,,,,,F,,,"Started outside on Kenilworth Trail with Dave.  He hasn't ran since breaking his arm.  Not in very good shape.  Finished up on the treadmill."
01/01/2013,10:00 AM,Run,Race,5.00,kilometers,1065,,,,,,pound,,,,,F,,,"***RACE***
Race Name: Commitment Day 5k
Terrain: Road
Overall Place: 1
Age Place: 1"
01/01/2013,10:00 AM,Run,Normal,3.89,miles,0,,,,,,pound,,,,,F,,,"Fun easy race. It was negative 2 at the starts. My welcome to Minnesota winter running moment. Went out super easy and moved up passing the field. Ran with guy the whole way. Didn't try to pull away he just didn't really finish so I won. My eyes froze open. Dave had a rough run he is out of shape. Good way to start 2013 running."
01/01/2013,6:00 PM,Run,Normal,3.00,miles,1229,,,,,,pound,,,,,F,,,"Treadmill shakeout"
01/02/2013,6:00 PM,Run,Normal,9.00,miles,4020,,,,,,pound,,,,,F,,,"Snow on the trails. Difficult to run; just took it easy."
01/03/2013,10:00 AM,Run,Normal,3.00,miles,1230,,,,,,pound,,,,,F,,,""
01/03/2013,2:00 PM,Run,Normal,7.25,miles,3414,,,,,,pound,,,,,F,,,"Ran with Laura on her fartlek. Very bad footing. Went to Run N Fun afterward."
01/04/2013,10:00 AM,Run,Normal,3.25,miles,1314,,,,,,pound,,,,,F,,,"Light treadmill pickup"
01/04/2013,2:00 PM,Run,Normal,11.00,miles,4593,,,,,,pound,,,,,F,,,"Lake Harriet 6 x strides. Didn't really feel great. Haven't done any speed. Longest run in a month. Better footing today"
01/05/2013,10:00 AM,Run,Normal,6.00,miles,2520,,,,,,pound,,,,,F,,,"Easy Lake Cedar run with Dave. He is regaining his shape slowly."
01/06/2013,2:00 PM,Run,Easy,9.00,miles,3989,,,,,,pound,,,,,F,,,"Ran with Laura during her fartlek. 7 min on 7 min off"
01/07/2013,10:00 AM,Run,Normal,3.00,miles,1208,,,,,,pound,,,,,F,,,"Treadmill pickup"
01/07/2013,6:00 PM,Run,Normal,9.00,miles,3753,,,,,,pound,,,,,F,,,""
01/08/2013,6:00 PM,Run,Normal,8.00,miles,3415,,,,,,pound,,,,,F,,,"Ran around Hopkins while they were working on my car. Ran over to Minnetonka trail. Hope that this will fix my mpg average."
01/09/2013,10:00 AM,Run,Normal,3.00,miles,1205,,,,,,pound,,,,,F,,,"Treadmill pickup"
01/09/2013,6:00 PM,Run,Normal,11.75,miles,4909,,,,,,pound,,,,,F,,,"Ran around Bloomington while Laura got her cast on. Did 8 x hill strides."
01/10/2013,10:00 AM,Run,Normal,3.25,miles,1298,,,,,,pound,,,,,F,,,"Morning treadmill pickup."
01/10/2013,6:00 PM,Run,Normal,11.00,miles,4560,,,,,,pound,,,,,F,,,""
01/11/2013,10:00 AM,Run,Normal,3.00,miles,1198,,,,,,pound,,,,,F,,,""
01/11/2013,6:00 PM,Run,Normal,10.00,miles,4207,,,,,,pound,,,,,F,,,"Trails are very slippery and covered in ice. Freezing rains."
01/12/2013,2:00 PM,Run,Normal,10.00,miles,4102,,,,,,pound,,,,,F,,,"Random Fartlek. Cold and 30 mph winds. Trails were slippery. Ran fartlek when I can clear path and tried not to slip when I didn't."
01/13/2013,10:00 AM,Run,Normal,12.00,miles,5160,,,,,,pound,,,,,F,,,"Tried to stay close to home. Very icy and windy out. 5 degrees feels like -10."
01/14/2013,10:00 AM,Run,Normal,4.00,miles,1625,,,,,,pound,,,,,F,,,""
01/14/2013,2:00 PM,Run,Fartlek,13.00,miles,5340,,,,,,pound,,,,,F,,,"2 x 12 mins @ AT pace
4 x 200 min hill @ 5k pace

First run as Hamline Assistant Coach"
01/15/2013,10:00 AM,Run,Normal,4.00,miles,1608,,,,,,pound,,,,,F,,,"Morning Treadmill pickup. Feeling a little sore from yesterdays workout."
01/15/2013,2:00 PM,Run,Normal,10.00,miles,4020,,,,,,pound,,,,,F,,,"6 x strides"
01/16/2013,10:00 AM,Run,Normal,5.00,miles,2028,,,,,,pound,,,,,F,,,""
01/16/2013,6:00 PM,Run,Threshold,12.00,miles,4800,,,,,,pound,,,,,F,,,"6 x 600 @ 1:58
400 : 69
3 x 200 @ 30"
01/17/2013,10:00 AM,Run,Normal,4.00,miles,1606,,,,,,pound,,,,,F,,,""
01/17/2013,2:00 PM,Run,Easy,7.00,miles,3000,,,,,,pound,,,,,F,,,"Easy pre-meet with Hamline guys"
01/18/2013,10:00 AM,Run,Normal,5.00,miles,2017,,,,,,pound,,,,,F,,,""
01/18/2013,6:00 PM,Run,Normal,11.50,miles,4828,,,,,,pound,,,,,F,,,"Ran around Lake Calhoun and Lake Harriet. Nice day out."
01/19/2013,10:00 AM,Run,Normal,11.50,miles,4902,,,,,,pound,,,,,F,,,""
01/20/2013,10:00 AM,Run,Normal,13.00,miles,5460,,,,,,pound,,,,,F,,,"Around Lake Calhoun. Such a cold morning. Negative 7 degrees. Not the most enjoyable run."
01/21/2013,2:00 PM,Run,Normal,13.00,miles,5234,,,,,,pound,,,,,F,,,"All of them on the treadmill. Wicked day. But it was -10 out all day with a wind chill making it feel like -30."
01/22/2013,10:00 AM,Run,Normal,6.00,miles,2434,,,,,,pound,,,,,F,,,""
01/22/2013,2:00 PM,Run,Easy,3.00,miles,1260,,,,,,pound,,,,,F,,,"Ran at Hamline before going to Wild game to work. Worked a 14 hour day today."
01/23/2013,10:00 AM,Run,Normal,4.00,miles,1614,,,,,,pound,,,,,F,,,""
01/23/2013,2:00 PM,Run,Hill,12.00,miles,4800,,,,,,pound,,,,,F,,,"Seminary Hill with Hamline 
10 x 400 @ 1:22 with 400 jog recovery
Last at 1:16"
01/24/2013,10:00 AM,Run,Normal,6.00,miles,2407,,,,,,pound,,,,,F,,,""
01/24/2013,2:00 PM,Run,Normal,10.00,miles,4140,,,,,,pound,,,,,F,,,""
01/25/2013,10:00 AM,Run,Normal,4.00,miles,1560,,,,,,pound,,,,,F,,,""
01/25/2013,2:00 PM,Run,Normal,11.00,miles,4620,,,,,,pound,,,,,F,,,"Long day at work then got stuck in traffic."
01/26/2013,10:00 AM,Run,Normal,10.00,miles,4200,,,,,,pound,,,,,F,,,""
01/26/2013,6:00 PM,Run,Normal,6.00,miles,2402,,,,,,pound,,,,,F,,,""
01/27/2013,10:00 AM,Run,Tempo,12.50,miles,4800,,,,,,pound,,,,,F,,,"Cedar Trail to Minneapolis: 6 miles @ 6 min pace. 35 min. Felt okay. Weather was finally better. Ran a solid pace but didn't have any left to go harder at the end. First longer workout."
01/27/2013,8:00 PM,Run,Easy,6.50,miles,0,,,,,,pound,,,,,F,,,"Too nice of a night to run inside on a treadmill even though there was several inches of snow. Ran very slow and enjoyed it. This was a very tough week with a lot of miles on the treadmill and the rest in sub 5 degree weather."
01/28/2013,10:00 AM,Run,Normal,7.00,miles,2880,,,,,,pound,,,,,F,,,"Ran on treadmill until some chick came in screaming at me. ITS 6AM!!! 'I know its early' 'I HAVE TO WORK AT 1PM' 'Nice I work at 7am.' GET THE F@#* OFF THE TREADMILL AND STOP RUNNING.!!!' 'I can't.' 'I WILL HAVE MY BOYFRIEND BEAT YOUR A@#!' 'Have a nice day.'"
01/28/2013,2:00 PM,Run,Tempo,13.50,miles,5040,,,,,,pound,,,,,F,,,"Long Run with Hamline Hard last 1/3. We were flying. Felt good. 6 x 100"
01/29/2013,2:00 PM,Run,Normal,7.00,miles,2940,,,,,,pound,,,,,F,,,"From Run N Fun before working the Wild game."
01/30/2013,10:00 AM,Run,Normal,2.00,miles,840,,,,,,pound,,,,,F,,,"Very Light Shakeout. Preparing for workout tonight."
01/30/2013,6:00 PM,Run,Threshold,13.00,miles,4800,,,,,,pound,,,,,F,,,"8 x 800 @ sub 2:30
3 x 600 @ sub 1:50
3 x 200 @ 30"
01/31/2013,10:00 AM,Run,Normal,6.00,miles,2520,,,,,,pound,,,,,F,,,""
01/31/2013,2:00 PM,Run,Normal,10.50,miles,4500,,,,,,pound,,,,,F,,,""
02/01/2013,10:00 AM,Run,Normal,5.00,miles,2160,,,,,,pound,,,,,F,,,"Went outside. -14 degrees. Wearing like 6 layers. Wasn't fun"
02/01/2013,6:00 PM,Run,Normal,11.00,miles,4680,,,,,,pound,,,,,F,,,"Ran most outside in 2 degrees. Came in and finished on the treadmill"
02/02/2013,10:00 AM,Run,Normal,3.00,miles,1260,,,,,,pound,,,,,F,,,""
02/02/2013,2:00 PM,Run,Race,3.00,kilometers,539,,,,,,pound,,,,,F,,,"***RACE***
Race Name: Bethel Invite
Terrain: Track (Indoor)"
02/02/2013,2:00 PM,Run,Normal,10.14,miles,0,,,,,,pound,,,,,F,,,""
02/03/2013,10:00 AM,Run,Long,16.75,miles,7349,,,,,,pound,,,,,F,,,"Slow going. Bundled up. Trails covered in snow and packed. Hard to get moving"
02/03/2013,2:00 PM,Run,Normal,3.25,miles,0,,,,,,pound,,,,,F,,,"Ran with my athletes on their warm up at Park Flyers indoor meet."
02/04/2013,10:00 AM,Run,Normal,6.00,miles,2335,,,,,,pound,,,,,F,,,""
02/04/2013,2:00 PM,Run,Long,17.00,miles,7080,,,,,,pound,,,,,F,,,"Long Run with Hamline guys"
02/05/2013,10:00 AM,Run,Normal,6.00,miles,2340,,,,,,pound,,,,,F,,,""
02/05/2013,12:00 PM,Run,Normal,11.00,miles,4602,,,,,,pound,,,,,F,,,"8 x 100 strides"
02/06/2013,12:00 PM,Run,Normal,5.00,miles,2100,,,,,,pound,,,,,F,,,"Ran to Snap Fitness to run on treadmill.  Forgot shorts so had to run in heavy pants."
02/06/2013,12:00 PM,Run,Threshold,12.00,miles,4800,,,,,,pound,,,,,F,,,"4 x 1600 : 5:20, 5:13, 5:13, 5:12
4 x 200 @ 31

Good workout at the U.  Ran with Brandon and Kelly for a few of the miles.  Felt good so I went a little faster than I planned.  Didn't have the turn over to run 200s.  Need to work on that speed"
02/07/2013,12:00 PM,Run,Normal,6.00,miles,2400,,,,,,pound,,,,,F,,,""
02/07/2013,12:00 PM,Run,Normal,9.50,miles,4020,,,,,,pound,,,,,F,,,""
02/08/2013,12:00 PM,Run,Normal,4.50,miles,1920,,,,,,pound,,,,,F,,,""
02/08/2013,12:00 PM,Run,Race,12.00,miles,0,,,,,,pound,,,,,F,,,""
02/09/2013,12:00 PM,Run,Threshold,15.00,miles,6060,,,,,,pound,,,,,F,,,"Ran at Meet of Hearts at Carelton College.  With Dobbs. 4 sets of 2:00 at 10k, 1 min at 5k and 30 seconds at mile pace with 1:30 rest between.  Pretty light workout.  Felt fine even after race last night.  Ended at Dacie Moses and had a few cookies"
02/10/2013,12:00 PM,Run,Normal,13.00,miles,5340,,,,,,pound,,,,,F,,,"Ran around Lake Calhoun and Lake Harriett.  Was raining and sleeting.  Got pelted in the face for most of the run.  Felt like tiny bee stings."
02/10/2013,12:00 PM,Run,Normal,3.00,miles,1140,,,,,,pound,,,,,F,,,"Ran at Snap Fitness then lifted weights. Good week.  Feel pretty good about my training and running a 15:30 in a 120 mile week. Thinking I am coming along well."
02/11/2013,12:00 PM,Run,Normal,5.00,miles,2010,,,,,,pound,,,,,F,,,""
02/11/2013,12:00 PM,Run,Normal,10.00,miles,4380,,,,,,pound,,,,,F,,,"Lots of snow.  Hard to run.  Very easy pace. 8 x strides"
02/12/2013,12:00 PM,Run,Normal,6.00,miles,2400,,,,,,pound,,,,,F,,,""
02/12/2013,12:00 PM,Run,Normal,12.50,miles,4800,,,,,,pound,,,,,F,,,"U of Minnesota Indoor Track

1000 : 3:13
Mile : 4:55
4 x 400 @ 70-72
1000 : 3:06
4 x 400 @ 70-72
500 : Hard 1:20

Okay workout.  Not really feeling it tonight.  Felt tougher than it should.  Not struggling but not what I hoped for.  Got into Snowshoe on Friday.  Hope for a PR"
02/13/2013,12:00 PM,Run,Normal,6.00,miles,2390,,,,,,pound,,,,,F,,,""
02/13/2013,12:00 PM,Run,Normal,9.00,miles,3809,,,,,,pound,,,,,F,,,""
02/14/2013,12:00 PM,Run,Normal,5.50,miles,2226,,,,,,pound,,,,,F,,,""
02/14/2013,12:00 PM,Run,Normal,8.00,miles,3389,,,,,,pound,,,,,F,,,""
02/15/2013,12:00 PM,Run,Recovery/Taper,2.00,miles,0,,,,,,pound,,,,,F,,,""
02/15/2013,12:00 PM,Run,Race,12.00,miles,0,,,,,,pound,,,,,F,,,""
02/16/2013,12:00 PM,Run,Normal,15.00,miles,0,,,,,,pound,,,,,F,,,"Tosturd Invite in St Olaf.  Warmed up and cooled down with every distance race.  Felt good.  My ankle is still swollen."
02/17/2013,12:00 PM,Run,Normal,13.00,miles,5336,,,,,,pound,,,,,F,,,"3 Miles of AT at the end."
02/17/2013,12:00 PM,Run,Normal,3.00,miles,1176,,,,,,pound,,,,,F,,,"Ran at Snap Fitness and lifted weights"
02/18/2013,12:00 PM,Run,Long,17.00,miles,7147,,,,,,pound,,,,,F,,,"4 x strides"
02/19/2013,12:00 PM,Run,Threshold,14.00,miles,5280,,,,,,pound,,,,,F,,,"5 x mile : 5:18, 5:17, 5:20, 5:17, 5:12  with 60 second rest
4 x 200 : 32, 32, 31, 30"
02/20/2013,12:00 PM,Run,Normal,7.00,miles,2700,,,,,,pound,,,,,F,,,""
02/20/2013,12:00 PM,Run,Normal,12.00,miles,5160,,,,,,pound,,,,,F,,,"6 x strides"
02/21/2013,12:00 PM,Run,Normal,7.00,miles,2753,,,,,,pound,,,,,F,,,""
02/21/2013,12:00 PM,Run,Normal,12.50,miles,5160,,,,,,pound,,,,,F,,,"4 x 100 strides"
02/22/2013,12:00 PM,Run,Normal,6.50,miles,2580,,,,,,pound,,,,,F,,,""
02/22/2013,12:00 PM,Run,Normal,12.00,miles,4980,,,,,,pound,,,,,F,,,""
02/23/2013,12:00 PM,Run,Normal,9.00,miles,3791,,,,,,pound,,,,,F,,,""
02/23/2013,12:00 PM,Run,Normal,3.00,miles,1208,,,,,,pound,,,,,F,,,""
02/24/2013,12:00 PM,Run,Long,18.00,miles,7555,,,,,,pound,,,,,F,,,"Ran to Hopkins and got on Minnetonka Trail system"
02/25/2013,12:00 PM,Run,Normal,8.00,miles,3155,,,,,,pound,,,,,F,,,""
02/25/2013,12:00 PM,Run,Normal,13.00,miles,5319,,,,,,pound,,,,,F,,,"10 stairs & 6 strides"
02/26/2013,12:00 PM,Run,Normal,8.00,miles,3120,,,,,,pound,,,,,F,,,""
02/26/2013,12:00 PM,Run,Threshold,13.00,miles,5160,,,,,,pound,,,,,F,,,"8 x 600 @ 46-48
4 x 200 @ 30

Felt very good and smooth.  Could have done many more.  Good place to be at this time"
02/27/2013,12:00 PM,Run,Normal,6.00,miles,2379,,,,,,pound,,,,,F,,,""
02/27/2013,12:00 PM,Run,Normal,12.00,miles,5084,,,,,,pound,,,,,F,,,""
02/28/2013,12:00 PM,Run,Normal,8.00,miles,3211,,,,,,pound,,,,,F,,,""
02/28/2013,12:00 PM,Run,Normal,9.50,miles,4080,,,,,,pound,,,,,F,,,""
03/01/2013,12:00 PM,Run,Normal,8.00,miles,3305,,,,,,pound,,,,,F,,,""
03/01/2013,12:00 PM,Run,Normal,8.50,miles,0,,,,,,pound,,,,,F,,,"Ran at the Miac meet.  Great performance by the Hamdogs.  Excellent DMR. 2nd in the confernece."
03/02/2013,12:00 PM,Run,Fartlek,12.00,miles,4949,,,,,,pound,,,,,F,,,"5 x 1:30 @ 10k,  1:00 @ 5k,  30 seconds @ mile  with 2 minutes recovery"
03/02/2013,12:00 PM,Run,Normal,6.00,miles,2488,,,,,,pound,,,,,F,,,""
03/03/2013,12:00 PM,Run,Normal,18.00,miles,7531,,,,,,pound,,,,,F,,,"Good long run to Hopkins and then on trail into Minnetonka"
03/03/2013,12:00 PM,Run,Normal,3.00,miles,0,,,,,,pound,,,,,F,,,"Ran to Snap Fitness and lifted weights."
03/04/2013,12:00 PM,Run,Easy,2.00,miles,0,,,,,,pound,,,,,F,,,"Snowing very hard and icy.  Fell hard on back and knocked the wind out of me.  Decided that it wasn't worth it this morning. Back is killing me"
03/04/2013,12:00 PM,Run,Easy,7.00,miles,0,,,,,,pound,,,,,F,,,"Long day at work.  Had a meeting and ran after. Very heavy snow.  Back is killing me.  Very lucky that I wasn't seriously hurt.  Thank God"
03/05/2013,12:00 PM,Run,Normal,9.00,miles,3660,,,,,,pound,,,,,F,,,""
03/05/2013,12:00 PM,Run,Normal,6.00,miles,2614,,,,,,pound,,,,,F,,,"Snowed several inches today.  Was thick and tough to run in"
03/06/2013,12:00 PM,Run,Normal,6.00,miles,2417,,,,,,pound,,,,,F,,,""
03/06/2013,12:00 PM,Run,Threshold,12.00,miles,4800,,,,,,pound,,,,,F,,,"5 x 2:00 @ 10k, 1:00 @ 5k, 30 seconds @ mile with 2 minutes recovery"
03/07/2013,12:00 PM,Run,Normal,8.00,miles,3191,,,,,,pound,,,,,F,,,"Snap Fitness treadmill"
03/07/2013,12:00 PM,Run,Normal,3.00,miles,0,,,,,,pound,,,,,F,,,"Treadmill at Minnetonka High School fitness center"
03/08/2013,12:00 PM,Run,Normal,7.00,miles,2820,,,,,,pound,,,,,F,,,""
03/09/2013,12:00 PM,Run,Easy,7.00,miles,0,,,,,,pound,,,,,F,,,"Easy run around Lake of the Isles with Laura."
03/10/2013,12:00 PM,Run,Race,11.00,miles,0,,,,,,pound,,,,,F,,,""
03/10/2013,12:00 PM,Run,Race,0.00,miles,0,,,,,,pound,,,,,F,,,""
03/10/2013,12:00 PM,Run,Race,0.00,miles,0,,,,,,pound,,,,,F,,,""
03/11/2013,12:00 PM,Run,Easy,5.00,miles,0,,,,,,pound,,,,,F,,,"Today I started a job as an assistant coach at Minnetonka High School.  I will be helping out with the distance program.  I will also be a personal coach to one student with autism.  I run with him and race with him.  Basically make sure that he is okay and safe at all times."
03/12/2013,12:00 PM,Run,Threshold,8.00,miles,3041,,,,,,pound,,,,,F,,,"Snap Fitness Treadmill Tempo

Mile : 5:27, 5:15  1/2 Mile: 2:30"
03/12/2013,12:00 PM,Run,Easy,5.00,miles,0,,,,,,pound,,,,,F,,,"8 x 100 strides in the dome"
03/13/2013,12:00 PM,Run,Easy,4.00,miles,0,,,,,,pound,,,,,F,,,"Workout in the dome with Corey.  He did 16 x 200.  Good workout.  Pushed him"
03/14/2013,12:00 PM,Run,Normal,3.00,miles,1222,,,,,,pound,,,,,F,,,""
03/14/2013,12:00 PM,Run,Easy,5.00,miles,2400,,,,,,pound,,,,,F,,,"Ran along 101 with Corey.  Then did 8x100 strides in Tonkadome.  I am really enjoying this job. He is a good kid"
03/15/2013,12:00 PM,Run,Normal,8.00,miles,3227,,,,,,pound,,,,,F,,,""
03/15/2013,12:00 PM,Run,Normal,4.50,miles,2340,,,,,,pound,,,,,F,,,"Did a tempo with Corey  2 miles in 18:40.  Legs are getting a little sore from running so slow all the time."
03/16/2013,12:00 PM,Run,Easy,8.50,miles,3808,,,,,,pound,,,,,F,,,"Ran around Lake of the Isles on Laura for her tempo run.  (6:53, 6:55, 6:55, 3:28)

Did 8x150 fast strides"
03/17/2013,12:00 PM,Run,Normal,17.00,miles,7289,,,,,,pound,,,,,F,,,""
03/18/2013,12:00 PM,Run,Normal,7.00,miles,2820,,,,,,pound,,,,,F,,,""
03/18/2013,12:00 PM,Run,Easy,4.00,miles,2040,,,,,,pound,,,,,F,,,"Hill workout with Corey  10 hill repeats"
03/18/2013,12:00 PM,Run,Threshold,9.00,miles,3396,,,,,,pound,,,,,F,,,"Snap Fitness Treadmill 

2 mile : 10:45
mile : 5:12"
03/19/2013,12:00 PM,Run,Normal,6.00,miles,2422,,,,,,pound,,,,,F,,,""
03/19/2013,12:00 PM,Run,Normal,11.50,miles,4677,,,,,,pound,,,,,F,,,"8 x 100 strides 

Lifted weights afterward"
03/20/2013,12:00 PM,Run,Normal,8.00,miles,3209,,,,,,pound,,,,,F,,,""
03/20/2013,12:00 PM,Run,Hill,10.00,miles,0,,,,,,pound,,,,,F,,,"12 x steep hills (James Ave)"
03/21/2013,12:00 PM,Run,Normal,8.00,miles,3197,,,,,,pound,,,,,F,,,""
03/21/2013,12:00 PM,Run,Easy,4.00,miles,0,,,,,,pound,,,,,F,,,"March madness is hurting my training. But this is the best time of the year"
03/22/2013,12:00 PM,Run,Normal,8.50,miles,3417,,,,,,pound,,,,,F,,,""
03/22/2013,12:00 PM,Run,Normal,5.00,miles,0,,,,,,pound,,,,,F,,,""
03/23/2013,12:00 PM,Run,Normal,9.00,miles,3784,,,,,,pound,,,,,F,,,""
03/24/2013,12:00 PM,Run,Race,13.00,miles,0,,,,,,pound,,,,,F,,,""
03/25/2013,12:00 PM,Run,Normal,6.00,miles,2427,,,,,,pound,,,,,F,,,""
03/25/2013,12:00 PM,Run,Normal,9.00,miles,3900,,,,,,pound,,,,,F,,,"4 x strides"
03/25/2013,12:00 PM,Run,Easy,5.00,miles,0,,,,,,pound,,,,,F,,,"Ran a hill workout with Corey.  He is coming along well.

4 x 2 hill set"
03/26/2013,12:00 PM,Run,Normal,8.00,miles,3284,,,,,,pound,,,,,F,,,""
03/26/2013,12:00 PM,Run,Easy,4.50,miles,0,,,,,,pound,,,,,F,,,"RO2 run with Corey and 8x100 strides"
03/26/2013,12:00 PM,Run,Tempo,10.50,miles,4020,,,,,,pound,,,,,F,,,"lydiard Decent : 30 minute tempo : 5.15 miles.  Felt tight and not smooth.  Lifted weights after"
03/27/2013,12:00 PM,Run,Normal,8.00,miles,3240,,,,,,pound,,,,,F,,,""
03/27/2013,12:00 PM,Run,Easy,4.00,miles,0,,,,,,pound,,,,,F,,,"Dome Workout with Corey : 10 x 300 @ around 75"
03/27/2013,12:00 PM,Run,Normal,8.00,miles,3224,,,,,,pound,,,,,F,,,""
03/28/2013,12:00 PM,Run,Normal,5.00,miles,2009,,,,,,pound,,,,,F,,,""
03/28/2013,12:00 PM,Run,Threshold,9.00,miles,3480,,,,,,pound,,,,,F,,,"5 x 1200 (.75) @ 8k pace  3:45"
03/28/2013,12:00 PM,Run,Easy,4.00,miles,0,,,,,,pound,,,,,F,,,"Ran with Corey from his house"
03/29/2013,12:00 PM,Run,Normal,11.00,miles,4740,,,,,,pound,,,,,F,,,"Lots of ice out there.  Legs were sore from yesterdays workout.  Feel good about it.  Stopped and lifted weights at the end"
03/30/2013,12:00 PM,Run,Normal,10.00,miles,4140,,,,,,pound,,,,,F,,,"7 x strides"
03/31/2013,12:00 PM,Run,Long,18.00,miles,7637,,,,,,pound,,,,,F,,,""
04/01/2013,12:00 PM,Run,Normal,10.00,miles,4229,,,,,,pound,,,,,F,,,""
04/01/2013,12:00 PM,Run,Easy,4.00,miles,0,,,,,,pound,,,,,F,,,"Easy run with Corey."
04/02/2013,12:00 PM,Run,Normal,7.00,miles,2788,,,,,,pound,,,,,F,,,""
04/02/2013,12:00 PM,Run,Easy,4.00,miles,0,,,,,,pound,,,,,F,,,"Run on Minnetonka Regional Trail with Corey.  4 x 100 strides"
04/03/2013,12:00 PM,Run,Normal,6.00,miles,2358,,,,,,pound,,,,,F,,,""
04/03/2013,12:00 PM,Run,Easy,5.00,miles,0,,,,,,pound,,,,,F,,,"Run with Corey"
04/03/2013,12:00 PM,Run,Normal,4.00,miles,1620,,,,,,pound,,,,,F,,,""
04/04/2013,12:00 PM,Run,Hill,10.00,miles,0,,,,,,pound,,,,,F,,,"400 Hill Repeats @ 5k pace (73-75) with 400 jog recovery"
04/04/2013,12:00 PM,Run,Easy,4.00,miles,0,,,,,,pound,,,,,F,,,"Run with Corey.  He ran 4 x 400 repeats on the track by himself.  About 1:45 each lap.  Not bad"
04/04/2013,12:00 PM,Run,Normal,4.00,miles,1575,,,,,,pound,,,,,F,,,""
04/05/2013,12:00 PM,Run,Normal,12.00,miles,5053,,,,,,pound,,,,,F,,,""
04/06/2013,12:00 PM,Run,Normal,6.00,miles,2369,,,,,,pound,,,,,F,,,""
04/06/2013,12:00 PM,Run,Normal,6.00,miles,2460,,,,,,pound,,,,,F,,,""
04/07/2013,12:00 PM,Run,Race,15.00,miles,0,,,,,,pound,,,,,F,,,""
04/07/2013,12:00 PM,Run,Recovery/Taper,2.00,miles,0,,,,,,pound,,,,,F,,,""
04/08/2013,12:00 PM,Run,Normal,6.00,miles,2385,,,,,,pound,,,,,F,,,""
